no;tanggal;masuk;kontak_erat;keluar;isolasi;discard;;;;;;;
692;19/02/22;194;72215;86;1571;70644;;;;;;;
693;20/02/22;77;72281;91;1557;70724;;;;;;;
694;21/02/22;0;72281;0;1557;70724;;;;;;;
695;22/02/22;186;72400;92;1651;70749;;;;;;;
696;23/02/22;439;72644;262;1828;70816;;;;;;;
697;24/02/22;242;72867;96;1974;70893;;;;;;;
698;25/02/22;160;73015;149;1985;71030;;;;;;;
699;26/02/22;139;73117;166;1958;71159;;;;;;;
700;27/02/22;164;73279;227;1895;71384;;;;;;;
701;28/02/22;0;73280;0;1895;71385;;;;;;;
702;01/03/22;39;73349;189;1745;71604;;;;;;;
703;02/03/22;110;73468;135;1720;71748;;;;;;;
704;03/03/22;196;73661;268;1648;72013;;;;;;;
705;04/03/22;1;73670;229;1420;72250;;;;;;;
706;05/03/22;0;73671;0;1420;72251;;;;;;;
707;06/03/22;0;73672;0;1420;72252;;;;;;;
708;07/03/22;0;73673;0;1420;72253;;;;;;;
709;08/03/22;143;73784;623;940;72844;;;;;;;
710;09/03/22;150;73942;154;936;73006;;;;;;;
711;10/03/22;138;74087;256;818;73269;;;;;;;
712;11/03/22;117;74217;92;843;73374;;;;;;;
713;12/03/22;41;74268;119;765;73503;;;;;;;
714;13/03/22;49;74325;100;714;73611;;;;;;;
715;14/03/22;0;74326;0;714;73612;;;;;;;
716;15/03/22;84;74410;29;769;73641;;;;;;;
717;16/03/22;100;74502;136;733;73769;;;;;;;
718;17/03/22;50;74542;142;641;73901;;;;;;;
719;18/03/22;11;74548;42;610;73938;;;;;;;
720;19/03/22;0;74541;25;585;73956;;;;;;;
721;20/03/22;28;74557;13;600;73957;;;;;;;
722;21/03/22;0;74558;0;600;73958;;;;;;;
723;22/03/22;31;74577;41;590;73987;;;;;;;
724;23/03/22;5;74575;87;508;74067;;;;;;;
725;24/03/22;34;74603;104;438;74165;;;;;;;
726;25/03/22;54;74648;119;373;74275;;;;;;;
727;26/03/22;4;74651;61;316;74335;;;;;;;
728;27/03/22;33;74677;66;283;74394;;;;;;;
729;28/03/22;0;74678;0;283;74395;;;;;;;
730;29/03/22;165;74837;76;372;74465;;;;;;;
731;30/03/22;81;74917;75;378;74539;;;;;;;
732;31/03/22;53;74966;44;387;74579;;;;;;;
733;01/04/22;0;74965;20;367;74598;;;;;;;
734;02/04/22;9;74974;0;376;74598;;;;;;;
735;03/04/22;22;74994;1;397;74597;;;;;;;
736;04/04/22;0;74995;0;397;74598;;;;;;;
737;05/04/22;45;75039;15;427;74612;;;;;;;
738;06/04/22;0;75037;0;427;74610;;;;;;;
739;07/04/22;54;75089;81;400;74689;;;;;;;
740;08/04/22;82;75176;104;378;74798;;;;;;;
741;09/04/22;55;75230;82;351;74879;;;;;;;
742;10/04/22;54;75282;59;346;74936;;;;;;;
743;11/04/22;0;75283;0;346;74937;;;;;;;
744;12/04/22;99;75393;221;224;75169;;;;;;;
745;13/04/22;61;75454;101;184;75270;;;;;;;
746;14/04/22;34;75486;20;198;75288;;;;;;;
747;15/04/22;23;75508;7;214;75294;;;;;;;
748;16/04/22;44;75552;4;254;75298;;;;;;;
749;17/04/22;60;75611;25;289;75322;;;;;;;
750;18/04/22;0;75612;0;289;75323;;;;;;;
751;19/04/22;21;75631;198;112;75519;;;;;;;
752;20/04/22;11;75642;21;102;75540;;;;;;;
753;21/04/22;0;75642;1;101;75541;;;;;;;
754;22/04/22;39;75680;0;140;75540;;;;;;;
755;23/04/22;11;75691;49;102;75589;;;;;;;
756;24/04/22;0;75651;41;61;75590;;;;;;;
757;25/04/22;24;75747;0;85;75662;;;;;;;
758;26/04/22;48;75818;25;108;75710;;;;;;;
759;27/04/22;12;75848;75;45;75803;;;;;;;
760;28/04/22;57;75903;33;69;75834;;;;;;;
761;29/04/22;19;75921;56;32;75889;;;;;;;
762;30/04/22;0;75920;19;13;75907;;;;;;;
763;01/05/22;0;75917;0;13;75904;;;;;;;
;02/05/22;0;75917;0;13;75904;;;;;;;
;03/05/22;0;75932;10;3;75929;;;;;;;
;04/05/22;0;75931;0;3;75928;;;;;;;
;05/05/22;0;75931;0;3;75928;;;;;;;
;06/05/22;0;75932;0;3;75929;;;;;;;
;07/05/22;13;75943;0;16;75927;;;;;;;
;08/05/22;0;75943;0;16;75927;;;;;;;
;09/05/22;0;75943;13;3;75940;;;;;;;
;10/05/22;0;75943;2;1;75942;;;;;;;
;11/05/22;0;75941;1;0;75941;;;;;;;
;12/05/22;0;75940;0;0;75940;;;;;;;
;13/05/22;0;75942;0;0;75942;;;;;;;
;14/05/22;0;75943;0;0;75943;;;;;;;
;15/05/22;0;75939;0;0;75939;;;;;;;
;16/05/22;0;75939;0;0;75939;;;;;;;
;17/05/22;0;75938;0;0;75938;;;;;;;
;18/05/22;0;75937;0;0;75937;;;;;;;
;19/05/22;0;75937;0;0;75937;;;;;;;
;20/05/22;0;75936;0;0;75936;;;;;;;
;21/05/22;0;75935;0;0;75935;;;;;;;
;22/05/22;0;75935;0;0;75935;;;;;;;
;23/05/22;1;75934;0;1;75933;;;;;;;
;24/05/22;0;75934;0;1;75933;;;;;;;
